Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found
7814,2021-05-29,Zombie,46.0,swamp,murder,knife,day,potions
6232,2022-12-14,Witch,19.0,village,arson,N/A,dusk,potions
1845,2021-11-09,Vampire,15.0,forest,nightly disturbance,brute force,night,teeth
621,2021-09-07,Zombie,52.0,mountain,kidnapping,N/A,dusk,blood
3915,2024-03-22,Skeleton,57.0,castle,arson,knife,dusk,bones
4575,2024-03-01,Vampire,99.0,castle,assault,brute force,dusk,cloak
6785,2023-01-31,Vampire,67.0,castle,assault,knife,night,blood
6452,2024-09-10,Zombie,4.0,swamp,kidnapping,brute force,dusk,fur
1559,2022-08-14,Zombie,81.0,swamp,assault,axe,night,teeth
1082,2022-02-04,Skeleton,95.0,castle,vandalism,axe,day,cloak
3512,2022-04-15,Skeleton,87.0,mountain,nightly disturbance,N/A,night,cloak
5873,2020-09-18,Werewolf,99.0,mountain,nightly disturbance,N/A,night,fur
4454,2021-08-30,Vampire,71.0,castle,nightly disturbance,brute force,night,blood
5230,2023-07-24,VAMPIRE,72.0,castle,assault,N/A,night,teeth
6010,2024-03-24,Werewolf,58.0,mountain,vandalism,pistol,night,fur
6562,2022-11-02,Skeleton,75.0,mountain,vandalism,knife,dusk,cloak
7800,2022-05-14,Vampire,53.0,mountain,assault,N/A,night,blood
4774,2023-10-27,Zombie,66.0,village,kidnapping,brute force,dusk,potions
8280,2021-01-26,Skeleton,63.0,mountain,arson,N/A,day,cloak
4732,2023-03-29,Vampire,9.0,mountain,nightly disturbance,brute force,night,cloak
1905,2024-09-05,Vampire,1.0,village,assault,knife,dusk,cloak
3565,2022-02-12,Witch,18.0,village,arson,knife,night,bones
3335,2020-06-26,Vampire,30.0,mountain,assault,knife,night,teeth
1331,2020-04-27,Werewolf,31.0,mountain,assault,N/A,night,potions
1876,2023-03-28,Skeleton,18.0,forest,vandalism,brute force,day,bones
5875,2024-03-25,Vampire,8.0,village,assault,knife,dusk,blood
5882,2023-05-19,Witch,40.0,swamp,arson,brute force,dusk,potions
8994,2020-01-01,Skeleton,91.0,mountain,assault,brute force,day,bones
2287,2023-07-20,Ghost,66.0,castle,vandalism,axe,night,cloak
8900,2020-11-29,Skeleton,29.0,castle,vandalism,pistol,day,cloak
3987,2023-02-27,Vampire,58.0,village,assault,axe,night,blood
3200,2020-05-22,Skeleton,82.0,castle,arson,axe,dusk,cloak
7112,2023-08-19,Vampire,4.0,castle,assault,pistol,night,teeth
4843,2024-09-06,Zombie,93.0,forest,kidnapping,pistol,night,blood
3269,2020-09-26,Zombie,42.0,village,murder,N/A,dusk,bones
1283,2023-08-10,Zombie,99.0,swamp,vandalism,pistol,night,bones
910,2021-12-14,Werewolf,56.0,mountain,assault,brute force,night,fur
4026,2022-07-31,Zombie,23.0,swamp,kidnapping,axe,night,potions
4342,2024-06-09,Ghost,72.0,castle,vandalism,N/A,dawn,potions
5246,2024-08-06,Skeleton,24.0,castle,vandalism,axe,dusk,bones
4572,2021-07-03,werewolf,66.0,forest,assault,knife,night,teeth
3231,2020-10-22,Skeleton,98.0,mountain,vandalism,pistol,dusk,bones
2774,2023-11-06,Vampire,82.0,castle,assault,knife,night,teeth
6036,2023-08-05,Werewolf,94.0,mountain,assault,axe,night,fur
5597,2020-09-19,Vampire,62.0,castle,nightly disturbance,axe,night,blood
4826,2024-06-16,Vampire,94.0,castle,nightly disturbance,knife,night,blood
3612,2020-03-27,Skeleton,94.0,castle,nightly disturbance,N/A,night,bones
7766,2022-01-05,Ghost,77.0,castle,nightly disturbance,knife,night,potions
7624,2021-05-07,Witch,88.0,mountain,arson,N/A,day,potions
2477,2022-03-14,Ghost,7.0,village,nightly disturbance,knife,night,cloak
1372,2021-03-03,Witch,28.0,swamp,kidnapping,pistol,dusk,cloak
566,2024-04-24,Werewolf,78.0,swamp,nightly disturbance,knife,night,teeth
7551,2021-01-13,Werewolf,37.0,forest,assault,knife,dusk,fur
5303,2021-12-06,Ghost,78.0,castle,nightly disturbance,axe,night,cloak
8296,2020-04-21,Witch,95.0,village,arson,N/A,night,Fur
6821,2023-06-03,Zombie,72.0,mountain,kidnapping,knife,dusk,blood
2258,2021-12-01,Skeleton,93.0,castle,nightly disturbance,pistol,night,bones
2110,2022-02-04,Ghost,82.0,village,vandalism,Knife,night,potions
7828,2022-03-08,Skeleton,15.0,swamp,arson,knife,day,bones
1226,2021-05-31,Witch,18.0,village,arson,axe,day,POTIONS
4895,2020-05-29,Ghost,65.0,village,arson,brute force,night,cloak
68,2021-06-21,Werewolf,97.0,mountain,assault,N/A,night,blood
1241,2022-03-18,Witch,57.0,village,arson,axe,Dusk,bones
4546,2021-02-04,Ghost,74.0,castle,vandalism,axe,night,cloak
2480,2021-06-11,Vampire,39.0,mountain,assault,brute force,dawn,blood
3075,2024-07-17,Werewolf,90.0,mountain,nightly disturbance,N/A,night,fur
2504,2021-06-17,Ghost,32.0,castle,nightly disturbance,axe,night,cloak
6954,2023-01-09,Skeleton,97.0,castle,vandalism,N/A,day,cloak
1436,2021-10-05,Witch,31.0,village,kidnapping,N/A,dawn,bones
3710,2022-07-26,Ghost,77.0,castle,vandalism,knife,night,cloak
6598,2024-04-16,Zombie,28.0,village,assault,N/A,dawn,teeth
4900,2022-08-02,Ghost,87.0,village,nightly disturbance,brute force,night,cloak
1534,2020-02-01,Witch,28.0,swamp,kidnapping,axe,day,bones
1552,2020-04-08,Vampire,27.0,castle,theft,N/A,night,cloak
5518,2024-03-26,Witch,65.0,village,arson,brute force,day,potions
505,2021-03-27,Werewolf,78.0,village,vandalism,knife,dusk,teeth
4737,2023-07-08,Witch,90.0,village,arson,knife,dawn,fur
2655,2023-08-04,Vampire,99.0,forest,assault,axe,night,cloak
458,2020-07-27,Werewolf,13.0,mountain,vandalism,axe,night,teeth
1199,2023-03-31,Ghost,79.0,castle,theft,N/A,night,cloak
4950,2023-02-08,Witch,27.0,forest,kidnapping,N/A,day,potions
7842,2020-08-24,Skeleton,6.0,mountain,vandalism,axe,dawn,bones
4786,2020-10-05,skeleton,26.0,mountain,arson,N/A,day,bones
4706,2024-05-10,Werewolf,94.0,village,kidnapping,knife,night,fur
4533,2024-01-23,Witch,72.0,forest,kidnapping,knife,dawn,cloak
7619,2023-10-23,Werewolf,7.0,village,assault,N/A,dusk,teeth
6848,2020-08-11,Skeleton,28.0,castle,arson,brute force,dawn,bones
8152,2023-03-29,Ghost,79.0,village,nightly disturbance,N/A,night,potions
7450,2022-10-10,Ghost,34.0,village,nightly disturbance,brute force,night,cloak
4276,2023-09-19,Zombie,80.0,swamp,kidnapping,N/A,day,teeth
2518,2020-03-16,Witch,79.0,swamp,kidnapping,N/A,dusk,teeth
2303,2024-04-07,Werewolf,54.0,forest,assault,N/A,night,teeth
3650,2021-07-22,Zombie,86.0,mountain,murder,pistol,dusk,teeth
5923,2021-06-16,Skeleton,26.0,mountain,arson,brute force,dusk,bones
1545,2022-02-19,Witch,54.0,village,arson,axe,day,fur
2808,2020-07-10,Ghost,44.0,Castle,theft,N/A,night,potions
2872,2021-03-14,Zombie,27.0,forest,assault,axe,day,blood
7457,2021-10-10,Ghost,88.0,village,nightly disturbance,brute force,night,cloak
6951,2023-12-27,Ghost,48.0,village,theft,N/A,night,potions
2281,2023-03-17,Ghost,85.0,castle,nightly disturbance,knife,night,potions
5995,2023-07-17,Werewolf,13.0,forest,vandalism,brute force,night,teeth
7970,2021-06-24,Witch,6.0,swamp,theft,N/A,dawn,potions
6601,2021-04-07,Ghost,71.0,castle,nightly disturbance,N/A,night,cloak
7037,2022-12-27,Ghost,38.0,forest,vandalism,pistol,night,cloak
5561,2021-05-26,Skeleton,54.0,castle,assault,axe,dusk,cloak
661,2023-07-21,Witch,61.0,swamp,arson,axe,day,cloak
5162,2020-11-18,Vampire,52.0,village,assault,knife,night,cloak
1435,2022-07-17,Skeleton,4.0,castle,arson,axe,day,bones
6855,2023-05-05,Zombie,87.0,mountain,murder,axe,night,potions
8313,2022-12-22,Werewolf,18.0,forest,nightly disturbance,knife,night,fur
2868,2021-06-14,Werewolf,92.0,forest,vandalism,knife,night,fur
4258,2021-03-01,vampire,81.0,forest,murder,N/A,dusk,cloak
5307,2024-04-01,Werewolf,13.0,forest,nightly disturbance,knife,night,fur
7176,2021-04-01,Skeleton,24.0,mountain,nightly disturbance,knife,night,bones
8395,2023-09-30,Vampire,18.0,castle,assault,N/A,night,blood
5776,2024-03-24,Werewolf,86.0,forest,assault,N/A,night,fur
6253,2024-05-28,Skeleton,39.0,mountain,assault,pistol,day,bones
1705,2021-11-28,Werewolf,49.0,forest,assault,pistol,night,blood
4867,2024-03-06,Zombie,36.0,mountain,kidnapping,N/A,dawn,bones
3313,2023-11-18,Vampire,51.0,village,theft,knife,night,blood
6059,2020-05-21,Skeleton,90.0,mountain,vandalism,N/A,day,bones
2577,2020-12-11,Zombie,93.0,swamp,vandalism,knife,day,potions
4654,2020-03-23,Ghost,37.0,castle,nightly disturbance,N/A,night,potions
7752,2019-11-13,Vampire,98.0,village,nightly disturbance,brute force,night,blood
4414,2021-05-19,Vampire,85.0,mountain,assault,knife,night,cloak
1011,2022-04-08,Skeleton,68.0,mountain,nightly disturbance,brute force,night,Bones
1772,2021-11-02,Werewolf,69.0,forest,assault,brute force,Night,fur
1391,2021-06-18,Witch,74.0,village,arson,N/A,dusk,bones
8270,2020-02-10,VAMPIRE,92.0,mountain,nightly disturbance,brute force,night,cloak
8012,2023-04-22,Ghost,47.0,castle,vandalism,N/A,dusk,potions
4296,2024-05-25,Witch,78.0,village,kidnapping,knife,dusk,bones
7477,2021-08-26,Zombie,44.0,swamp,kidnapping,knife,dawn,bones
2991,2020-06-29,Skeleton,77.0,mountain,arson,brute force,day,bones
5883,2022-03-27,Witch,86.0,swamp,kidnapping,N/A,dusk,potions
4810,2020-10-30,Werewolf,11.0,mountain,assault,N/A,night,fur
7701,2023-02-21,Skeleton,72.0,castle,vandalism,N/A,dawn,bones
9244,2022-07-13,Werewolf,85.0,mountain,vandalism,knife,dusk,bones
9956,2019-12-01,Witch,55.0,village,arson,brute force,dawn,cloak
6900,2021-03-02,Witch,29.0,village,kidnapping,knife,day,cloak
3487,2020-06-17,Ghost,23.0,mountain,vandalism,knife,dusk,cloak
9585,2024-01-17,Skeleton,27.0,mountain,vandalism,pistol,day,cloak
5824,2023-05-21,Witch,87.0,forest,kidnapping,axe,day,fur
1306,2023-05-22,Werewolf,33.0,forest,assault,knife,night,fur
8582,2023-10-27,Ghost,18.0,village,nightly disturbance,N/A,night,cloak
922,2020-02-13,Werewolf,52.0,forest,kidnapping,pistol,night,fur
8028,2023-04-07,Vampire,69.0,village,murder,pistol,night,Teeth
1016,2021-05-05,Zombie,13.0,forest,kidnapping,knife,night,blood
473,2024-05-08,Werewolf,9.0,forest,assault,brute force,night,fur
9724,2022-01-11,Witch,36.0,village,arson,pistol,day,potions
5240,2020-10-27,Skeleton,75.0,mountain,nightly disturbance,pistol,night,cloak
1090,2022-12-06,Witch,80.0,mountain,arson,knife,dusk,potions
4849,2020-04-23,Vampire,34.0,forest,nightly disturbance,knife,night,blood
597,2021-10-15,Vampire,85.0,castle,nightly disturbance,axe,night,cloak
2809,2022-09-25,Vampire,95.0,castle,murder,knife,dusk,cloak
5377,2024-06-12,Skeleton,71.0,castle,nightly disturbance,pistol,night,bones
9098,2021-06-07,Ghost,29.0,castle,VANDALISM,knife,dusk,cloak
403,2024-08-10,Skeleton,16.0,mountain,Nightly disturbance,brute force,night,bones
65,2021-12-13,Skeleton,61.0,castle,arson,knife,day,bones
1027,2021-05-01,Zombie,40.0,forest,kidnapping,brute force,night,potions
5396,2022-07-27,Zombie,13.0,swamp,kidnapping,pistol,dusk,potions
7412,2024-07-07,Vampire,39.0,village,assault,axe,night,blood
4344,2020-01-23,Witch,18.0,mountain,arson,knife,dusk,cloak
6201,2021-03-06,Skeleton,90.0,mountain,nightly disturbance,knife,night,bones
4232,2022-10-14,Zombie,36.0,SWAMP,kidnapping,knife,dawn,fur
6875,2022-11-16,Skeleton,3.0,castle,assault,N/A,day,cloak
8121,2021-11-01,Werewolf,45.0,forest,assault,knife,dawn,fur
3400,2020-07-26,Skeleton,53.0,castle,assault,brute force,night,
4293,2022-07-18,Skeleton,19.0,swamp,vandalism,Pistol,day,bones
5251,2023-03-16,Witch,53.0,village,arson,knife,night,potions
5606,2022-10-07,Skeleton,87.0,mountain,vandalism,knife,dusk,bones
543,2021-07-22,Vampire,12.0,mountain,assault,N/A,night,blood
8324,2023-09-01,Skeleton,34.0,castle,assault,pistol,dusk,bones
1407,2024-01-05,Werewolf,73.0,forest,assault,N/A,night,fur
7114,2022-03-31,Witch,65.0,swamp,arson,N/A,dusk,cloak
6686,2024-01-04,Skeleton,51.0,mountain,Assault,knife,day,bones
1821,2023-07-14,Witch,33.0,village,arson,knife,dusk,potions
7991,2020-09-11,Skeleton,86.0,castle,assault,axe,day,bones
5180,2023-04-09,Vampire,47.0,village,nightly disturbance,axe,night,blood
6470,2023-07-21,Witch,28.0,mountain,arson,axe,dawn,cloak
4381,2022-03-24,Skeleton,61.0,mountain,nightly disturbance,pistol,night,bones
3810,2020-04-16,Vampire,4.0,castle,Nightly disturbance,N/A,night,cloak
2919,2022-03-04,Witch,58.0,village,arson,axe,night,teeth
3514,2022-11-08,Witch,63.0,village,kidnapping,knife,dusk,cloak
5533,2020-01-14,Skeleton,96.0,castle,assault,pistol,day,Bones
4402,2023-01-14,Zombie,4.0,forest,murder,N/A,night,blood
9922,2023-08-31,Ghost,48.0,castle,arson,knife,Night,potions
4395,2023-03-05,Witch,33.0,swamp,arson,N/A,day,cloak
1141,2021-06-19,Zombie,23.0,mountain,kidnapping,pistol,night,potions
8059,2021-04-06,Ghost,97.0,castle,theft,axe,night,potions
8688,2022-11-22,Witch,94.0,village,arson,knife,dusk,cloak
5126,2021-03-20,Skeleton,99.0,castle,vandalism,axe,day,bones
9959,2020-04-12,Witch,76.0,village,kidnapping,N/A,dawn,bones
9468,2023-01-29,Werewolf,49.0,forest,assault,N/A,dusk,fur
9338,2021-06-23,Witch,10.0,mountain,arson,knife,dawn,teeth
4640,2022-01-09,Ghost,13.0,village,nightly disturbance,pistol,night,potions
9925,2020-08-06,Zombie,71.0,swamp,kidnapping,N/A,dawn,fur
9919,2022-01-30,Ghost,60.0,castle,vandalism,knife,dusk,potions
2886,2022-06-07,Witch,39.0,swamp,theft,N/A,dusk,cloak
3544,2020-03-02,Vampire,61.0,castle,nightly disturbance,brute force,night,blood
5038,2024-07-30,Ghost,26.0,village,nightly disturbance,axe,night,potions
4189,2024-04-19,Witch,72.0,forest,arson,N/A,night,cloak
5210,2021-09-18,Zombie,9.0,village,kidnapping,N/A,dawn,potions
2055,2021-10-05,Vampire,85.0,castle,nightly disturbance,pistol,night,blood
1368,2019-12-28,Witch,21.0,mountain,kidnapping,knife,day,potions
8415,2019-11-16,Werewolf,7.0,forest,assault,knife,night,fur
3771,2021-03-06,Vampire,5.0,castle,assault,knife,night,blood
4235,2023-03-05,Ghost,29.0,castle,vandalism,axe,night,cloak
338,2020-11-22,Vampire,32.0,castle,assault,pistol,dusk,blood
5125,2020-05-22,WITCH,18.0,village,arson,brute force,day,teeth
6865,2024-05-20,Zombie,16.0,mountain,kidnapping,pistol,night,potions
4323,2020-10-08,Ghost,37.0,village,theft,knife,night,cloak
6516,2021-12-10,Witch,4.0,swamp,kidnapping,knife,night,potions
8284,2022-01-14,Werewolf,23.0,mountain,nightly disturbance,N/A,night,blood
6414,2022-10-27,Zombie,58.0,village,kidnapping,axe,night,bones
3940,2020-05-28,Werewolf,52.0,forest,vandalism,N/A,dusk,fur
7307,2021-06-03,Vampire,9.0,mountain,nightly disturbance,N/A,night,cloak
7558,2022-05-08,Werewolf,7.0,mountain,assault,brute force,night,blood
3368,2022-05-01,Ghost,52.0,mountain,vandalism,knife,dusk,cloak
216,2020-09-07,Skeleton,41.0,castle,vandalism,N/A,day,bones
1449,2021-12-22,Zombie,25.0,swamp,murder,pistol,night,teeth
1397,2022-07-14,Vampire,89.0,mountain,nightly disturbance,knife,night,blood
2643,2022-05-02,Witch,36.0,forest,arson,brute force,day,cloak
8625,2023-11-12,Skeleton,95.0,mountain,vandalism,brute force,day,cloak
4698,2023-04-13,Werewolf,24.0,forest,nightly disturbance,axe,night,fur
9183,2023-06-10,Skeleton,69.0,castle,assault,knife,dusk,cloak
4995,2024-06-04,Werewolf,2.0,mountain,assault,knife,Night,teeth
887,2019-12-24,Werewolf,71.0,forest,assault,N/A,night,blood
9434,2022-07-15,Witch,59.0,village,assault,knife,dawn,bones
7762,2020-09-28,Zombie,68.0,mountain,assault,N/A,night,blood
8854,2022-10-13,Ghost,20.0,castle,theft,pistol,dusk,potions
9035,2020-12-16,Vampire,65.0,castle,nightly disturbance,axe,night,cloak
9715,2020-03-01,Zombie,39.0,Village,murder,knife,night,teeth
1269,2022-08-06,Zombie,3.0,village,kidnapping,N/A,day,teeth
4456,2019-11-04,Skeleton,57.0,mountain,vandalism,brute force,day,bones
1303,2020-11-04,Skeleton,28.0,castle,assault,N/A,dusk,bones
1510,2024-09-19,Skeleton,36.0,mountain,vandalism,N/A,day,bones
6953,2022-11-17,Skeleton,57.0,forest,nightly disturbance,brute force,night,cloak
5812,2024-10-19,Skeleton,74.0,mountain,assault,knife,dusk,bones
2417,2021-06-04,Werewolf,73.0,forest,assault,axe,night,teeth
4745,2019-11-22,Zombie,45.0,swamp,kidnapping,axe,dusk,bones
4906,2020-01-27,Vampire,24.0,forest,assault,knife,dawn,cloak
1430,2022-07-28,Zombie,20.0,mountain,kidnapping,knife,dawn,potions
4781,2021-11-05,Skeleton,36.0,mountain,arson,brute force,day,bones
6217,2022-05-04,Werewolf,77.0,mountain,vandalism,knife,night,fur
8838,2021-12-14,Witch,89.0,forest,kidnapping,axe,day,potions
2332,2021-06-26,Werewolf,77.0,village,assault,brute force,night,blood
3288,2023-05-30,Zombie,27.0,swamp,assault,axe,day,potions
9088,2019-12-15,Werewolf,40.0,forest,assault,axe,night,teeth
6000,2023-10-04,Witch,4.0,forest,arson,knife,dusk,fur
3264,2021-05-10,Ghost,14.0,castle,nightly disturbance,brute force,night,potions
6426,2020-02-15,Skeleton,12.0,mountain,assault,pistol,dawn,bones
1388,2020-09-09,Ghost,86.0,village,theft,N/A,dusk,potions
7489,2021-10-01,Vampire,3.0,castle,assault,N/A,dusk,blood
2248,2020-01-18,Skeleton,86.0,castle,assault,knife,day,bones
9818,2022-01-05,Skeleton,56.0,castle,vandalism,brute force,day,bones
2225,2023-12-21,Skeleton,77.0,mountain,arson,knife,day,bones
8622,2023-12-13,Vampire,51.0,castle,NIGHTLY DISTURBANCE,N/A,night,teeth
2772,2021-07-24,Werewolf,84.0,mountain,assault,N/A,night,blood
9229,2022-12-11,Ghost,33.0,castle,arson,N/A,night,cloak
8005,2020-11-12,Zombie,9.0,swamp,vandalism,N/A,dawn,bones
2447,2024-07-13,Zombie,75.0,swamp,murder,N/A,dawn,potions
7394,2021-05-03,Skeleton,89.0,castle,assault,knife,dusk,bones
5113,2024-05-16,Witch,42.0,village,arson,knife,dusk,teeth
399,2020-02-09,Skeleton,37.0,castle,arson,axe,day,bones
6555,2022-09-30,Zombie,25.0,swamp,kidnapping,pistol,day,teeth
530,2024-10-11,Vampire,97.0,CASTLE,assault,axe,dusk,teeth
1059,2022-12-11,Vampire,78.0,village,assault,knife,night,teeth
651,2022-11-05,Vampire,94.0,castle,assault,N/A,dusk,blood
2934,2022-08-16,Zombie,94.0,forest,assault,N/A,dusk,bones
7848,2022-11-15,Vampire,42.0,castle,nightly disturbance,knife,night,Teeth
7556,2023-05-11,Zombie,25.0,swamp,kidnapping,brute force,dusk,potions
8043,2020-01-02,Witch,48.0,village,arson,N/A,dusk,BLOOD
2223,2022-12-08,Ghost,26.0,village,nightly disturbance,N/A,night,cloak
9373,2021-12-25,Witch,41.0,village,theft,axe,night,bones
5736,2021-07-02,Werewolf,92.0,mountain,assault,brute force,night,teeth
2532,2021-12-02,Skeleton,20.0,castle,vandalism,brute force,day,bones
2398,2024-05-28,Witch,57.0,village,kidnapping,axe,dawn,teeth
3161,2024-05-03,Skeleton,84.0,mountain,nightly disturbance,axe,night,bones
3371,2021-11-08,Vampire,21.0,village,assault,brute force,dusk,blood
1837,2023-12-27,Witch,94.0,forest,arson,knife,night,potions
6264,2023-07-06,Witch,64.0,village,kidnapping,knife,dawn,cloak
8405,2020-03-01,Witch,5.0,village,arson,pistol,day,bones
3775,2021-03-29,Witch,65.0,village,arson,knife,dusk,potions
5376,2021-06-24,Skeleton,8.0,castle,assault,N/A,dusk,bones
8009,2024-08-18,Skeleton,79.0,mountain,arson,knife,day,bones
2502,2023-11-09,Zombie,3.0,swamp,assault,N/A,dawn,fur
1130,2021-11-07,Skeleton,93.0,castle,arson,N/A,dusk,cloak
4949,2024-02-23,Werewolf,99.0,forest,assault,N/A,night,fur
6620,2020-04-15,Zombie,59.0,village,assault,knife,dusk,blood
3531,2023-08-07,Skeleton,77.0,castle,arson,pistol,dawn,bones
7186,2022-01-20,Werewolf,58.0,forest,assault,pistol,night,teeth
8033,2021-08-19,Zombie,45.0,swamp,murder,axe,night,bones
5098,2022-11-18,Zombie,54.0,village,Assault,N/A,dusk,fur
9747,2024-03-08,Ghost,27.0,village,nightly disturbance,knife,night,potions
8464,2021-07-10,Witch,14.0,village,kidnapping,knife,dawn,cloak
9632,2023-12-11,Zombie,5.0,swamp,assault,knife,day,potions
2255,2023-03-31,Werewolf,60.0,forest,Assault,brute force,dusk,fur
1569,2019-11-18,Witch,76.0,village,arson,N/A,dusk,cloak
2265,2023-03-07,witch,16.0,village,arson,N/A,night,potions
2096,2021-10-24,Skeleton,16.0,mountain,arson,knife,dawn,bones
8624,2021-12-17,Ghost,4.0,mountain,nightly disturbance,knife,night,cloak
3588,2020-07-30,Werewolf,48.0,forest,assault,N/A,night,blood
2500,2023-01-19,Vampire,77.0,castle,theft,pistol,night,teeth
7454,2022-11-10,Witch,46.0,village,arson,knife,day,teeth
9258,2022-11-18,Werewolf,44.0,forest,nightly disturbance,axe,night,teeth
7283,2023-08-10,Zombie,59.0,swamp,kidnapping,pistol,dawn,bones
4201,2024-10-11,Zombie,64.0,swamp,murder,brute force,dusk,blood
1778,2024-07-31,Vampire,7.0,village,nightly disturbance,knife,night,cloak
1644,2020-01-06,Zombie,82.0,forest,murder,N/A,day,potions
2346,2024-09-27,Skeleton,1.0,castle,nightly disturbance,brute force,night,bones
863,2023-12-12,Vampire,72.0,village,theft,N/A,night,cloak
713,2020-10-11,Zombie,17.0,mountain,kidnapping,pistol,dawn,teeth
7341,2023-01-19,Ghost,47.0,village,vandalism,pistol,night,cloak
5609,2019-12-28,Zombie,74.0,swamp,assault,N/A,dusk,potions
3483,2020-11-19,Ghost,24.0,mountain,theft,pistol,night,cloak
2049,2022-02-24,Zombie,62.0,mountain,murder,N/A,day,POTIONS
5227,2024-03-28,Ghost,99.0,forest,arson,knife,night,potions
2401,2023-03-21,Skeleton,97.0,castle,nightly disturbance,knife,night,bones
4110,2022-01-25,Zombie,10.0,swamp,kidnapping,brute force,day,potions
7972,2023-09-26,Skeleton,11.0,mountain,arson,pistol,dawn,bones
307,2022-06-24,Ghost,53.0,village,vandalism,knife,night,cloak
5791,2022-06-20,Witch,51.0,village,assault,knife,day,potions
5283,2020-03-16,Werewolf,79.0,mountain,assault,knife,night,fur
