Index_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
2472,Skeleton,Yes,746.0,M,170.0,26.0,4.0,silver,rats
2668,Vampire,No,364.0,M,193.0,46.0,7.0,garlic,pesto pasta
4019,Vampire,No,73.0,F,161.0,21.0,5.0,sunlight,brain
7262,Zombie,Yes,440.0,M,185.0,11.0,4.0,pumpkin,rats
436,Skeleton,Yes,61.0,F,159.0,18.0,4.0,garlic,humans
4173,Skeleton,Yes,1889.0,M,161.0,68.0,1.0,hazelnut,humans
5555,Vampire,Yes,546.0,F,182.0,46.0,9.0,garlic,lasagna
3106,Werewolf,Yes,80.0,F,177.0,18.0,4.0,cat hair,brain
744,Vampire,No,464.0,M,178.0,72.0,6.0,sunlight,brain
311,Ghost,No,845.0,F,171.0,38.0,3.0,hazelnut,humans
2594,Werewolf,Yes,1366.0,M,177.0,41.0,2.0,silver,pesto pasta
3622,Skeleton,No,693.0,F,179.0,17.0,1.0,garlic,rats
3816,Ghost,Yes,725.0,F,171.0,25.0,4.0,garlic,humans
3569,Skeleton,No,74.0,M,198.0,11.0,6.0,pumpkin,humans
8630,Skeleton,Yes,1487.0,M,188.0,33.0,4.0,hazelnut,Rats
6568,Vampire,No,727.0,M,158.0,40.0,5.0,garlic,rats
9397,Werewolf,No,2384.0,F,157.0,13.0,9.0,silver,brain
7006,Werewolf,No,132.0,F,162.0,70.0,7.0,hazelnut,lasagna
5696,Witch,Yes,984.0,M,194.0,33.0,1.0,pumpkin,lasagna
6806,Vampire,Yes,1690.0,M,154.0,70.0,2.0,sunlight,lasagna
7263,Vampire,Yes,134.0,M,160.0,67.0,7.0,hazelnut,humans
4290,Ghost,Yes,22.0,F,179.0,55.0,6.0,hazelnut,rats
8544,Skeleton,Yes,1192.0,F,172.0,14.0,6.0,silver,lasagna
1840,Witch,No,69.0,F,197.0,72.0,7.0,silver,pesto pasta
3662,Skeleton,Yes,1934.0,F,184.0,15.0,10.0,pumpkin,lasagna
7007,Skeleton,No,711.0,M,168.0,49.0,6.0,sunlight,rats
775,Werewolf,Yes,369.0,F,174.0,22.0,1.0,hazelnut,lasagna
9204,Werewolf,Yes,73.0,F,183.0,93.0,9.0,garlic,pesto pasta
9724,Vampire,No,129.0,F,151.0,15.0,7.0,hazelnut,pesto pasta
9156,Witch,Yes,286.0,M,179.0,24.0,2.0,hazelnut,pesto pasta
4001,Skeleton,Yes,468.0,F,177.0,21.0,1.0,garlic,brain
2483,Vampire,Yes,437.0,M,152.0,20.0,2.0,garlic,lasagna
9943,Vampire,Yes,629.0,F,197.0,46.0,7.0,sunlight,lasagna
6293,Witch,Yes,5.0,F,197.0,19.0,1.0,pumpkin,rats
250,Skeleton,No,162.0,F,199.0,71.0,6.0,silver,brain
4635,Zombie,No,121.0,F,180.0,15.0,4.0,garlic,lasagna
6616,Skeleton,No,396.0,M,197.0,8.0,3.0,hazelnut,lasagna
3237,Skeleton,No,387.0,F,160.0,22.0,6.0,garlic,lasagna
7460,Skeleton,No,521.0,M,172.0,17.0,6.0,hazelnut,humans
6478,Vampire,Yes,488.0,M,199.0,1.0,5.0,hazelnut,humans
3981,Ghost,Yes,128.0,M,158.0,56.0,9.0,cat hair,rats
894,Ghost,Yes,141.0,F,196.0,77.0,7.0,silver,humans
2315,Skeleton,No,1568.0,F,180.0,22.0,9.0,garlic,rats
3285,Werewolf,Yes,384.0,F,156.0,16.0,3.0,hazelnut,brain
6520,Vampire,Yes,777.0,M,150.0,35.0,4.0,garlic,rats
1486,Vampire,Yes,95.0,M,170.0,95.0,7.0,silver,pesto pasta
1004,Skeleton,No,678.0,M,162.0,90.0,1.0,pumpkin,humans
5497,Vampire,Yes,688.0,M,180.0,41.0,6.0,sunlight,pesto pasta
6517,Zombie,Yes,500.0,F,165.0,17.0,1.0,pumpkin,humans
3156,Zombie,Yes,140.0,F,165.0,11.0,4.0,pumpkin,rats
1833,Ghost,No,40.0,F,163.0,13.0,1.0,sunlight,pesto pasta
6328,Ghost,No,288.0,M,157.0,16.0,5.0,pumpkin,humans
9580,Ghost,No,548.0,F,150.0,55.0,10.0,silver,brain
6160,Skeleton,Yes,1.0,M,178.0,9.0,5.0,cat hair,humans
4025,Werewolf,Yes,90.0,M,189.0,77.0,8.0,silver,lasagna
2147,Ghost,Yes,134.0,F,193.0,16.0,3.0,sunlight,brain
4341,Vampire,Yes,587.0,F,188.0,21.0,4.0,hazelnut,lasagna
8714,Vampire,No,556.0,F,157.0,14.0,3.0,pumpkin,pesto pasta
5205,Witch,Yes,125.0,M,167.0,17.0,9.0,sunlight,rats
83,Zombie,Yes,71.0,F,180.0,14.0,4.0,garlic,rats
3087,Werewolf,Yes,102.0,F,194.0,14.0,6.0,garlic,pesto pasta
4412,Zombie,No,1.0,F,153.0,16.0,4.0,sunlight,pesto pasta
7124,Skeleton,Yes,1467.0,F,194.0,37.0,3.0,silver,lasagna
5004,Skeleton,Yes,13.0,M,188.0,8.0,2.0,Cat hair,brain
9694,Werewolf,Yes,283.0,M,182.0,20.0,9.0,pumpkin,humans
8476,Skeleton,No,423.0,M,198.0,19.0,4.0,hazelnut,rats
401,werewolf,Yes,35.0,F,159.0,10.0,2.0,silver,rats
9140,Ghost,No,1.0,F,178.0,23.0,4.0,silver,pesto pasta
2776,Ghost,Yes,477.0,F,159.0,66.0,7.0,garlic,humans
4030,Zombie,Yes,58.0,M,150.0,84.0,9.0,silver,lasagna
2640,Zombie,Yes,457.0,M,184.0,24.0,4.0,garlic,humans
9929,Werewolf,No,76.0,F,156.0,18.0,1.0,garlic,lasagna
9355,Skeleton,Yes,836.0,F,186.0,43.0,6.0,sunlight,rats
6265,vampire,No,1205.0,F,169.0,3.0,5.0,pumpkin,pesto pasta
8879,Zombie,Yes,104.0,M,199.0,77.0,4.0,silver,pesto pasta
1118,Ghost,Yes,390.0,F,170.0,19.0,3.0,pumpkin,humans
4609,Werewolf,Yes,129.0,F,175.0,22.0,4.0,cat hair,rats
9877,Skeleton,No,34.0,F,168.0,90.0,8.0,garlic,humans
513,Witch,Yes,559.0,M,151.0,35.0,7.0,sunlight,rats
2878,VAMPIRE,No,903.0,M,194.0,20.0,9.0,silver,pesto pasta
3445,Werewolf,Yes,15.0,M,183.0,20.0,7.0,sunlight,rats
871,Vampire,No,1692.0,M,172.0,87.0,9.0,pumpkin,humans
7558,Witch,Yes,144.0,M,197.0,69.0,6.0,garlic,Brain
4220,Vampire,No,32.0,F,198.0,71.0,6.0,silver,pesto pasta
9146,Zombie,No,73.0,F,194.0,66.0,7.0,hazelnut,humans
1681,Vampire,Yes,639.0,F,177.0,51.0,7.0,garlic,lasagna
8509,Werewolf,No,97.0,M,195.0,11.0,5.0,sunlight,brain
9341,Ghost,Yes,3313.0,F,172.0,1.0,7.0,sunlight,pesto pasta
533,Ghost,Yes,56.0,M,167.0,16.0,1.0,garlic,lasagna
7511,Witch,No,482.0,F,190.0,22.0,8.0,hazelnut,pesto pasta
1217,Vampire,No,1120.0,M,170.0,37.0,7.0,sunlight,lasagna
5923,Skeleton,No,589.0,F,195.0,4.0,6.0,pumpkin,rats
2471,Skeleton,Yes,723.0,M,189.0,14.0,9.0,silver,pesto pasta
6874,Ghost,Yes,1763.0,M,165.0,1.0,1.0,garlic,rats
4513,Skeleton,No,525.0,M,171.0,29.0,7.0,pumpkin,pesto pasta
390,Vampire,No,134.0,M,150.0,57.0,6.0,silver,rats
6445,Werewolf,No,43.0,F,199.0,5.0,2.0,pumpkin,humans
2778,Werewolf,Yes,619.0,F,166.0,65.0,9.0,pumpkin,brain
7543,Ghost,No,104.0,F,153.0,9.0,5.0,garlic,lasagna
5786,Werewolf,Yes,747.0,M,172.0,59.0,7.0,garlic,rats
9853,Vampire,Yes,34.0,M,183.0,86.0,6.0,hazelnut,pesto pasta
4734,Ghost,Yes,169.0,F,159.0,68.0,1.0,garlic,humans
4813,Vampire,No,464.0,M,159.0,54.0,5.0,garlic,pesto pasta
3165,Witch,Yes,128.0,F,190.0,14.0,2.0,pumpkin,lasagna
6907,Werewolf,Yes,1436.0,M,198.0,43.0,9.0,cat hair,lasagna
5290,Witch,No,2958.0,M,159.0,36.0,8.0,pumpkin,lasagna
4316,Vampire,No,142.0,F,188.0,66.0,7.0,silver,rats
8770,Ghost,Yes,199.0,F,197.0,53.0,6.0,garlic,brain
6437,Zombie,No,10.0,F,156.0,8.0,4.0,pumpkin,brain
9444,Ghost,Yes,1437.0,F,181.0,49.0,10.0,garlic,humans
6852,Skeleton,No,482.0,F,189.0,11.0,9.0,hazelnut,rats
6879,Werewolf,Yes,3474.0,F,160.0,70.0,10.0,sunlight,humans
8324,Witch,Yes,1010.0,M,151.0,1.0,8.0,garlic,brain
7115,Vampire,No,19.0,M,172.0,16.0,10.0,cat hair,humans
4115,Zombie,No,599.0,M,159.0,20.0,6.0,silver,brain
271,Skeleton,Yes,543.0,F,157.0,19.0,1.0,silver,pesto pasta
8113,Skeleton,No,54.0,F,181.0,66.0,2.0,hazelnut,lasagna
2005,Ghost,Yes,116.0,F,199.0,12.0,6.0,Sunlight,pesto pasta
4346,Vampire,Yes,1979.0,F,172.0,69.0,2.0,sunlight,humans
8146,,No,608.0,M,189.0,39.0,1.0,sunlight,brain
3112,Zombie,No,168.0,F,190.0,66.0,7.0,hazelnut,brain
9861,Zombie,No,596.0,F,178.0,30.0,5.0,sunlight,humans
408,Zombie,Yes,66.0,F,157.0,12.0,5.0,cat hair,rats
4118,Ghost,No,110.0,F,186.0,39.0,8.0,silver,brain
2576,Werewolf,Yes,76.0,F,161.0,67.0,6.0,silver,pesto pasta
3492,Zombie,No,397.0,M,150.0,45.0,5.0,garlic,lasagna
1782,Skeleton,No,137.0,M,173.0,14.0,1.0,cat hair,brain
5189,Werewolf,No,450.0,M,191.0,15.0,1.0,hazelnut,brain
4231,Skeleton,No,484.0,M,155.0,77.0,2.0,sunlight,humans
4239,Vampire,No,1141.0,F,180.0,23.0,4.0,silver,humans
5879,Werewolf,Yes,1048.0,F,197.0,18.0,7.0,silver,rats
2603,Werewolf,No,138.0,F,196.0,16.0,1.0,cat hair,rats
7747,Werewolf,Yes,731.0,F,171.0,43.0,6.0,sunlight,rats
7113,Vampire,No,402.0,F,150.0,41.0,6.0,silver,rats
9405,Vampire,No,279.0,F,186.0,27.0,6.0,sunlight,humans
5514,Ghost,No,487.0,F,198.0,27.0,1.0,hazelnut,humans
3609,Skeleton,Yes,86.0,M,191.0,13.0,4.0,cat hair,Lasagna
1646,Ghost,No,479.0,M,151.0,44.0,6.0,garlic,pesto pasta
3689,Skeleton,Yes,414.0,F,163.0,26.0,4.0,hazelnut,pesto pasta
5934,Vampire,Yes,1677.0,M,164.0,32.0,6.0,garlic,lasagna
1977,Witch,No,805.0,M,157.0,19.0,5.0,hazelnut,pesto pasta
5997,Skeleton,No,1192.0,M,195.0,55.0,2.0,pumpkin,humans
9122,Vampire,No,469.0,M,187.0,15.0,3.0,pumpkin,rats
5312,Vampire,No,136.0,F,172.0,17.0,9.0,sunlight,lasagna
2688,Zombie,Yes,322.0,F,150.0,24.0,1.0,hazelnut,pesto pasta
8792,Werewolf,No,1.0,F,159.0,9.0,5.0,garlic,humans
5442,Witch,No,1075.0,M,150.0,16.0,9.0,silver,pesto pasta
8082,Witch,No,701.0,M,171.0,40.0,7.0,sunlight,humans
886,Witch,Yes,1693.0,F,161.0,36.0,8.0,garlic,lasagna
2206,Ghost,Yes,520.0,M,151.0,25.0,3.0,hazelnut,rats
8481,Vampire,Yes,1309.0,F,158.0,41.0,1.0,sunlight,humans
6182,Skeleton,Yes,338.0,M,175.0,18.0,3.0,hazelnut,lasagna
3683,Skeleton,No,42.0,F,167.0,11.0,5.0,cat hair,rats
242,Vampire,Yes,66.0,F,177.0,15.0,5.0,garlic,humans
8378,witch,Yes,224.0,F,162.0,57.0,6.0,silver,rats
9619,Werewolf,No,558.0,F,153.0,15.0,4.0,hazelnut,lasagna
3273,Zombie,No,1211.0,F,177.0,1.0,4.0,cat hair,lasagna
694,Skeleton,Yes,8.0,M,159.0,75.0,8.0,silver,rats
7661,Werewolf,No,818.0,F,184.0,52.0,2.0,silver,brain
7563,Skeleton,No,416.0,M,170.0,43.0,4.0,silver,humans
4830,Witch,No,418.0,M,197.0,38.0,4.0,sunlight,lasagna
9774,Skeleton,No,1334.0,F,167.0,50.0,10.0,pumpkin,humans
4803,Werewolf,No,1159.0,M,181.0,50.0,4.0,hazelnut,rats
4274,Skeleton,No,594.0,M,195.0,56.0,5.0,silver,lasagna
2425,Witch,Yes,423.0,M,175.0,38.0,4.0,sunlight,humans
257,Skeleton,No,90.0,F,199.0,99.0,7.0,silver,lasagna
3863,Zombie,Yes,119.0,M,160.0,21.0,9.0,pumpkin,humans
7035,Zombie,No,75.0,F,194.0,17.0,6.0,cat hair,pesto pasta
220,,No,322.0,F,185.0,19.0,9.0,silver,brain
3438,Zombie,Yes,758.0,M,190.0,46.0,9.0,silver,pesto pasta
2700,Skeleton,No,490.0,M,162.0,38.0,4.0,garlic,rats
7887,Witch,Yes,208.0,F,169.0,15.0,3.0,pumpkin,pesto pasta
8560,Vampire,No,871.0,M,189.0,1.0,1.0,silver,pesto pasta
729,Werewolf,Yes,1551.0,F,150.0,46.0,1.0,hazelnut,rats
3639,Witch,Yes,1.0,M,162.0,24.0,10.0,sunlight,pesto pasta
1656,Witch,No,121.0,M,179.0,100.0,6.0,silver,pesto pasta
2491,Ghost,No,514.0,M,184.0,16.0,1.0,hazelnut,Brain
2548,Werewolf,No,426.0,F,158.0,18.0,2.0,sunlight,lasagna
8979,Skeleton,No,1051.0,F,196.0,13.0,10.0,silver,humans
587,Vampire,No,1.0,M,157.0,16.0,7.0,pumpkin,brain
3654,Ghost,Yes,621.0,M,160.0,47.0,5.0,silver,lasagna
5291,Zombie,Yes,176.0,M,195.0,20.0,5.0,sunlight,brain
690,Ghost,Yes,286.0,M,189.0,24.0,5.0,sunlight,humans
6379,Skeleton,No,1648.0,F,191.0,47.0,6.0,silver,rats
3582,Skeleton,Yes,387.0,F,154.0,23.0,3.0,hazelnut,rats
9327,Werewolf,Yes,648.0,M,172.0,13.0,2.0,garlic,brain
6727,Skeleton,Yes,133.0,F,190.0,73.0,6.0,cat hair,pesto pasta
7459,Skeleton,Yes,641.0,F,172.0,29.0,6.0,silver,humans
5048,Ghost,No,50.0,F,185.0,34.0,6.0,sunlight,brain
6706,Witch,Yes,457.0,F,164.0,55.0,2.0,silver,humans
6944,Skeleton,No,1.0,F,162.0,36.0,10.0,silver,humans
3244,Vampire,No,68.0,M,155.0,20.0,3.0,cat hair,brain
5638,Witch,No,523.0,F,185.0,18.0,2.0,hazelnut,rats
1662,Vampire,Yes,1940.0,F,191.0,1.0,1.0,sunlight,lasagna
9466,Werewolf,No,270.0,F,194.0,47.0,6.0,sunlight,lasagna
8118,Vampire,No,141.0,M,192.0,11.0,2.0,cat hair,pesto pasta
3756,Werewolf,No,642.0,M,171.0,25.0,3.0,hazelnut,brain
9882,Ghost,Yes,176.0,F,164.0,49.0,9.0,garlic,rats
4257,Ghost,No,576.0,F,178.0,29.0,3.0,hazelnut,rats
8392,Werewolf,No,85.0,M,167.0,19.0,5.0,pumpkin,pesto pasta
6992,Witch,Yes,743.0,F,191.0,51.0,4.0,garlic,pesto pasta
9147,Vampire,No,66.0,M,167.0,14.0,4.0,pumpkin,pesto pasta
7794,Werewolf,Yes,71.0,F,196.0,49.0,1.0,silver,brain
8041,Vampire,No,604.0,F,156.0,27.0,2.0,pumpkin,rats
47,Skeleton,Yes,1179.0,F,190.0,14.0,7.0,garlic,brain
1780,Vampire,Yes,104.0,M,163.0,16.0,9.0,sunlight,rats
6547,Skeleton,No,305.0,F,164.0,28.0,6.0,sunlight,brain
3324,Zombie,Yes,895.0,M,181.0,17.0,7.0,silver,brain
9268,Werewolf,No,61.0,M,161.0,89.0,7.0,silver,pesto pasta
8567,Ghost,Yes,119.0,F,150.0,51.0,1.0,silver,rats
9385,Witch,No,59.0,M,157.0,5.0,4.0,pumpkin,humans
56,Werewolf,Yes,113.0,M,176.0,50.0,6.0,silver,brain
4121,Skeleton,No,2195.0,M,172.0,53.0,6.0,sunlight,lasagna
9530,Zombie,No,1684.0,M,158.0,15.0,2.0,Silver,pesto pasta
7344,Witch,Yes,66.0,F,165.0,76.0,7.0,silver,brain
3676,Zombie,No,79.0,F,162.0,20.0,6.0,hazelnut,brain
245,Witch,No,979.0,M,186.0,23.0,1.0,garlic,humans
6161,Werewolf,No,1624.0,M,182.0,46.0,10.0,garlic,lasagna
3852,Skeleton,Yes,129.0,F,174.0,89.0,7.0,silver,brain
3134,Zombie,Yes,196.0,M,164.0,57.0,7.0,silver,rats
6067,Ghost,Yes,606.0,F,157.0,10.0,9.0,silver,humans
2,Witch,Yes,229.0,F,162.0,18.0,6.0,garlic,lasagna
3381,Skeleton,Yes,284.0,M,178.0,37.0,6.0,sunlight,pesto pasta
7756,Witch,No,664.0,M,175.0,20.0,2.0,hazelnut,pesto pasta
2059,Witch,Yes,1492.0,M,182.0,85.0,2.0,pumpkin,lasagna
1595,Vampire,Yes,88.0,M,167.0,53.0,7.0,silver,brain
9733,Werewolf,No,133.0,F,194.0,25.0,5.0,cat hair,rats
4328,Werewolf,Yes,157.0,M,192.0,75.0,7.0,cat hair,pesto pasta
3206,Zombie,Yes,94.0,F,160.0,13.0,8.0,cat hair,rats
4417,Ghost,Yes,90.0,F,166.0,7.0,4.0,pumpkin,rats
6781,Witch,Yes,1213.0,M,194.0,84.0,8.0,garlic,lasagna
5033,Zombie,Yes,1277.0,M,182.0,61.0,3.0,sunlight,pesto pasta
8393,werewolf,No,167.0,M,179.0,11.0,9.0,cat hair,Pesto pasta
1032,Witch,Yes,452.0,F,199.0,29.0,3.0,garlic,Brain
4398,Vampire,Yes,32.0,F,156.0,21.0,6.0,cat hair,humans
834,Zombie,No,73.0,F,158.0,82.0,1.0,silver,rats
7600,Ghost,Yes,72.0,M,186.0,12.0,9.0,garlic,brain
3799,Skeleton,Yes,325.0,F,155.0,21.0,2.0,hazelnut,humans
3053,Werewolf,Yes,109.0,M,185.0,72.0,3.0,silver,pesto pasta
9451,Witch,Yes,117.0,M,184.0,25.0,5.0,hazelnut,lasagna
782,Witch,No,389.0,F,152.0,19.0,6.0,pumpkin,rats
9959,Skeleton,Yes,526.0,F,184.0,27.0,2.0,silver,humans
6598,Witch,Yes,9.0,M,166.0,9.0,8.0,garlic,brain
1090,Witch,No,324.0,F,198.0,14.0,2.0,pumpkin,brain
7552,Werewolf,No,137.0,F,159.0,14.0,6.0,garlic,humans
9524,Vampire,Yes,59.0,M,180.0,81.0,8.0,hazelnut,rats
6884,Ghost,No,979.0,F,150.0,42.0,6.0,pumpkin,brain
1828,Vampire,No,2594.0,F,187.0,17.0,3.0,pumpkin,lasagna
4523,Ghost,Yes,1907.0,M,175.0,11.0,1.0,garlic,brain
8106,Werewolf,No,379.0,M,169.0,15.0,1.0,hazelnut,lasagna
8808,Zombie,No,503.0,M,176.0,52.0,2.0,silver,brain
3166,skeleton,No,84.0,M,182.0,14.0,1.0,cat hair,RATS
6733,Vampire,Yes,147.0,F,198.0,6.0,2.0,garlic,rats
7675,,Yes,222.0,F,181.0,22.0,1.0,hazelnut,lasagna
5018,Witch,No,29.0,M,160.0,91.0,7.0,silver,humans
9684,Ghost,Yes,788.0,F,192.0,48.0,10.0,hazelnut,rats
7684,Werewolf,No,1074.0,M,172.0,86.0,1.0,garlic,humans
217,Werewolf,No,1241.0,M,182.0,45.0,6.0,pumpkin,rats
9018,Ghost,Yes,763.0,M,196.0,39.0,6.0,garlic,lasagna
1336,Zombie,No,1881.0,F,174.0,51.0,5.0,sunlight,pesto pasta
6117,Ghost,Yes,117.0,F,174.0,53.0,9.0,silver,pesto pasta
6955,Zombie,No,124.0,M,169.0,47.0,8.0,garlic,humans
6050,Vampire,Yes,1530.0,F,190.0,8.0,4.0,silver,lasagna
4049,Zombie,Yes,572.0,M,173.0,10.0,4.0,silver,humans
9896,Werewolf,Yes,33.0,F,181.0,10.0,8.0,cat hair,pesto pasta
9166,Skeleton,Yes,533.0,F,165.0,28.0,5.0,hazelnut,rats
3901,Zombie,No,793.0,F,188.0,1.0,7.0,silver,humans
4449,Ghost,No,92.0,M,177.0,12.0,1.0,sunlight,lasagna
778,Ghost,No,2539.0,F,195.0,68.0,4.0,pumpkin,Rats
157,,Yes,1125.0,F,194.0,39.0,8.0,silver,rats
9315,Zombie,Yes,538.0,M,191.0,21.0,1.0,pumpkin,brain
6614,Vampire,No,370.0,M,177.0,36.0,6.0,garlic,brain
1670,Witch,No,379.0,M,165.0,8.0,1.0,pumpkin,pesto pasta
5701,Vampire,No,156.0,M,171.0,65.0,6.0,silver,brain
9337,Zombie,Yes,50.0,F,183.0,20.0,10.0,silver,lasagna
3465,Ghost,No,2353.0,M,164.0,47.0,7.0,sunlight,humans
9199,Skeleton,Yes,382.0,F,162.0,31.0,6.0,sunlight,BRAIN
7654,Werewolf,Yes,135.0,F,170.0,87.0,5.0,hazelnut,pesto pasta
7871,Vampire,Yes,760.0,M,162.0,38.0,1.0,garlic,lasagna
7646,Zombie,No,24.0,F,158.0,59.0,9.0,silver,lasagna
5539,Vampire,No,131.0,F,194.0,70.0,6.0,hazelnut,pesto pasta
4529,Witch,Yes,1150.0,M,195.0,38.0,2.0,garlic,lasagna
1628,Ghost,No,2073.0,M,183.0,51.0,5.0,sunlight,pesto pasta
4662,Vampire,Yes,187.0,F,177.0,13.0,4.0,hazelnut,lasagna
4254,Vampire,Yes,2780.0,F,188.0,1.0,10.0,garlic,Humans
2543,Witch,No,74.0,M,184.0,18.0,7.0,sunlight,pesto pasta
134,Vampire,Yes,576.0,F,168.0,43.0,6.0,garlic,brain
4989,Witch,No,124.0,F,166.0,74.0,5.0,hazelnut,pesto pasta
1412,Zombie,No,119.0,F,190.0,18.0,1.0,pumpkin,rats
3971,Ghost,No,718.0,M,163.0,36.0,7.0,silver,brain
1905,Ghost,No,316.0,M,194.0,52.0,6.0,garlic,lasagna
4919,Witch,Yes,277.0,M,158.0,29.0,1.0,hazelnut,humans
5443,Ghost,Yes,585.0,M,176.0,47.0,6.0,silver,pesto pasta
579,Skeleton,No,1369.0,M,190.0,84.0,10.0,hazelnut,rats
2192,Werewolf,Yes,563.0,F,194.0,41.0,7.0,silver,humans
5094,Vampire,No,21.0,M,150.0,18.0,3.0,cat hair,pesto pasta
7556,Vampire,Yes,155.0,F,165.0,10.0,6.0,sunlight,rats
2620,Skeleton,No,1.0,F,192.0,15.0,6.0,silver,humans
1991,Werewolf,Yes,1995.0,M,151.0,61.0,1.0,pumpkin,humans
240,Zombie,Yes,1168.0,M,154.0,1.0,4.0,garlic,pesto pasta
3392,Zombie,No,152.0,M,154.0,18.0,10.0,Cat hair,lasagna
3455,Ghost,Yes,126.0,M,188.0,100.0,6.0,silver,rats
2078,Zombie,No,44.0,F,194.0,57.0,7.0,cat hair,humans
6758,Vampire,Yes,163.0,M,166.0,87.0,6.0,sunlight,rats
6941,Witch,No,446.0,F,195.0,22.0,5.0,pumpkin,lasagna
6282,Vampire,No,94.0,M,172.0,24.0,7.0,sunlight,brain
3302,Ghost,No,75.0,M,164.0,14.0,5.0,pumpkin,pesto pasta
6045,Witch,Yes,2029.0,F,185.0,52.0,2.0,Pumpkin,rats
4590,Vampire,Yes,104.0,M,168.0,16.0,2.0,sunlight,rats
1474,Zombie,Yes,647.0,M,168.0,24.0,2.0,hazelnut,rats
3170,Vampire,Yes,561.0,F,174.0,36.0,5.0,garlic,rats
5403,Ghost,No,452.0,M,163.0,36.0,8.0,silver,lasagna
7149,Werewolf,Yes,360.0,F,163.0,41.0,6.0,silver,brain
809,Vampire,No,57.0,F,197.0,13.0,9.0,cat hair,lasagna
1250,Vampire,No,473.0,M,175.0,24.0,4.0,garlic,humans
2296,Skeleton,Yes,301.0,F,192.0,75.0,5.0,sunlight,humans
4569,Vampire,Yes,142.0,M,178.0,7.0,4.0,garlic,lasagna
5583,Zombie,No,141.0,M,187.0,67.0,7.0,garlic,brain
3534,Werewolf,Yes,1.0,F,153.0,13.0,3.0,garlic,brain
8693,Skeleton,No,1.0,M,173.0,14.0,10.0,garlic,rats
3633,Ghost,No,125.0,F,188.0,90.0,6.0,cat hair,lasagna
7998,Witch,No,537.0,F,181.0,37.0,4.0,garlic,rats
8176,Zombie,No,753.0,F,185.0,48.0,6.0,garlic,lasagna
1133,Witch,No,418.0,M,198.0,45.0,8.0,silver,pesto pasta
5875,Werewolf,No,492.0,M,193.0,28.0,6.0,sunlight,lasagna
1344,Zombie,Yes,2138.0,F,158.0,55.0,1.0,garlic,brain
829,Skeleton,Yes,487.0,F,176.0,48.0,6.0,sunlight,humans
3717,Werewolf,No,1232.0,F,171.0,37.0,1.0,pumpkin,pesto pasta
7845,Werewolf,Yes,314.0,M,177.0,22.0,7.0,hazelnut,lasagna
6612,Vampire,No,2062.0,M,164.0,76.0,1.0,garlic,brain
4847,Skeleton,Yes,95.0,F,164.0,17.0,4.0,pumpkin,brain
3012,Vampire,Yes,1014.0,M,187.0,73.0,8.0,sunlight,humans
6130,Zombie,No,94.0,M,161.0,12.0,5.0,sunlight,brain
1312,Werewolf,Yes,2084.0,F,192.0,25.0,4.0,sunlight,humans
4156,Werewolf,No,778.0,M,157.0,37.0,10.0,pumpkin,brain
8942,Zombie,Yes,130.0,F,157.0,77.0,8.0,silver,humans
2605,Witch,Yes,696.0,F,198.0,95.0,10.0,sunlight,rats
9473,Skeleton,No,261.0,M,193.0,38.0,2.0,silver,brain
6085,Werewolf,No,1900.0,M,151.0,64.0,10.0,sunlight,rats
8574,Werewolf,Yes,1443.0,M,155.0,4.0,9.0,sunlight,pesto pasta
1012,Witch,No,40.0,F,183.0,7.0,8.0,pumpkin,humans
6267,Skeleton,No,679.0,M,192.0,54.0,2.0,sunlight,lasagna
3161,Witch,No,1323.0,F,190.0,3.0,5.0,silver,Pesto pasta
1886,Werewolf,No,149.0,F,175.0,61.0,6.0,silver,lasagna
1845,Skeleton,Yes,661.0,F,194.0,30.0,4.0,garlic,pesto pasta
745,Skeleton,Yes,2020.0,M,169.0,37.0,7.0,cat hair,humans
6023,Skeleton,Yes,1569.0,F,174.0,38.0,6.0,silver,brain
1746,Skeleton,Yes,914.0,F,160.0,22.0,1.0,garlic,brain
9946,Zombie,Yes,266.0,F,175.0,21.0,3.0,silver,rats
917,Zombie,Yes,37.0,F,164.0,12.0,5.0,sunlight,Pesto pasta
5026,Witch,No,3364.0,F,181.0,47.0,1.0,sunlight,humans
9514,Vampire,No,304.0,M,194.0,15.0,9.0,garlic,rats
2963,Witch,No,114.0,F,190.0,67.0,5.0,sunlight,lasagna
9749,Witch,No,193.0,F,197.0,39.0,6.0,sunlight,pesto pasta
9685,Werewolf,Yes,486.0,F,198.0,40.0,9.0,sunlight,rats
2932,Witch,Yes,259.0,M,164.0,26.0,3.0,hazelnut,humans
7151,Werewolf,Yes,1855.0,M,160.0,52.0,8.0,sunlight,rats
922,Werewolf,No,154.0,M,154.0,83.0,7.0,silver,brain
429,Witch,Yes,1356.0,F,171.0,11.0,1.0,silver,pesto pasta
5775,Ghost,No,1058.0,M,197.0,55.0,9.0,hazelnut,lasagna
3051,Ghost,Yes,320.0,F,171.0,46.0,4.0,garlic,rats
7688,Ghost,No,1049.0,F,168.0,29.0,1.0,sunlight,brain
5069,Werewolf,No,46.0,F,183.0,95.0,5.0,silver,humans
3485,Werewolf,Yes,1102.0,F,153.0,22.0,1.0,garlic,rats
9445,Zombie,Yes,112.0,F,152.0,18.0,4.0,sunlight,lasagna
