Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found,Index_Monster,Monster,Criminal record,Age,Gender,Height in cm,Speed Level,Strength Level,Allergy,Favorite Food
2940,2020-07-06,ghost,55.0,castle,vandalism,pistol,dawn,potions,2940,ghost,yes,1134.0,f,161.0,65.0,10.0,sunlight,rats
8160,2022-02-27,skeleton,5.0,swamp,arson,,day,cloak,8160,skeleton,yes,1637.0,m,190.0,23.0,1.0,silver,lasagna
4562,2024-09-28,vampire,88.0,mountain,assault,axe,night,cloak,4562,vampire,yes,361.0,f,179.0,45.0,8.0,silver,pesto pasta
1276,2022-06-15,skeleton,23.0,castle,arson,knife,day,bones,1276,skeleton,no,1150.0,m,179.0,41.0,2.0,silver,rats
3194,2024-02-29,ghost,4.0,village,arson,axe,night,potions,3194,ghost,yes,1141.0,m,151.0,37.0,9.0,hazelnut,brain
980,2023-02-23,skeleton,3.0,mountain,nightly disturbance,axe,night,bones,980,skeleton,yes,1914.0,f,195.0,15.0,5.0,garlic,rats
3952,2020-09-09,vampire,53.0,castle,theft,knife,dawn,cloak,3952,vampire,yes,272.0,m,159.0,27.0,1.0,sunlight,brain
5250,2020-06-13,werewolf,65.0,mountain,assault,knife,night,fur,5250,werewolf,no,86.0,m,179.0,80.0,6.0,hazelnut,rats
8936,2021-06-20,ghost,88.0,castle,theft,knife,dusk,potions,8936,ghost,no,2159.0,m,196.0,65.0,2.0,garlic,humans
264,2022-11-07,witch,73.0,village,arson,,dawn,cloak,264,witch,no,478.0,m,161.0,19.0,1.0,garlic,lasagna
3829,2023-08-30,zombie,24.0,swamp,kidnapping,knife,dusk,bones,3829,zombie,yes,10.0,m,153.0,6.0,4.0,cat hair,brain
9294,2024-10-10,vampire,35.0,forest,assault,axe,night,blood,9294,vampire,no,555.0,f,171.0,55.0,6.0,sunlight,humans
495,2024-10-25,ghost,1.0,castle,vandalism,pistol,night,cloak,495,ghost,no,3347.0,m,154.0,47.0,4.0,silver,lasagna
7984,2024-04-12,ghost,15.0,village,vandalism,,night,potions,7984,ghost,yes,2252.0,f,191.0,1.0,2.0,pumpkin,pesto pasta
526,2023-05-26,werewolf,14.0,mountain,assault,,night,teeth,526,werewolf,yes,25.0,f,168.0,47.0,1.0,silver,rats
8427,2021-10-15,ghost,80.0,castle,vandalism,axe,night,potions,8427,ghost,yes,804.0,f,172.0,28.0,10.0,sunlight,rats
316,2024-05-09,skeleton,28.0,mountain,nightly disturbance,knife,night,bones,316,skeleton,no,845.0,f,171.0,38.0,3.0,hazelnut,humans
3266,2020-10-22,skeleton,98.0,mountain,vandalism,pistol,dusk,bones,3266,skeleton,no,1140.0,m,151.0,34.0,7.0,garlic,rats
8009,2021-09-22,vampire,85.0,castle,murder,knife,night,blood,8009,vampire,no,849.0,m,175.0,33.0,8.0,silver,lasagna
7530,2021-10-10,ghost,88.0,village,nightly disturbance,brute force,night,cloak,7530,ghost,yes,1418.0,f,167.0,31.0,5.0,sunlight,lasagna
9881,2024-05-31,skeleton,60.0,castle,assault,knife,day,cloak,9881,skeleton,yes,543.0,m,176.0,50.0,8.0,silver,rats
5235,2020-07-23,witch,16.0,village,kidnapping,knife,day,teeth,5235,witch,no,349.0,f,186.0,18.0,4.0,pumpkin,pesto pasta
8156,2021-11-07,zombie,4.0,swamp,vandalism,brute force,night,potions,8156,zombie,no,49.0,m,196.0,8.0,10.0,sunlight,rats
6567,2023-03-18,witch,23.0,swamp,kidnapping,,day,potions,6567,witch,no,408.0,f,195.0,15.0,2.0,hazelnut,pesto pasta
6859,2023-08-04,ghost,16.0,village,nightly disturbance,,night,cloak,6859,ghost,yes,261.0,m,179.0,34.0,5.0,sunlight,lasagna
7849,2022-03-12,ghost,62.0,forest,vandalism,knife,dusk,potions,7849,ghost,no,72.0,m,199.0,61.0,1.0,sunlight,humans
2767,2022-11-29,zombie,47.0,swamp,kidnapping,brute force,day,blood,2767,zombie,yes,94.0,f,161.0,14.0,4.0,garlic,rats
7918,2024-01-14,skeleton,6.0,castle,assault,knife,dawn,bones,7918,skeleton,no,1018.0,m,164.0,32.0,2.0,silver,humans
6325,2023-03-11,werewolf,73.0,swamp,assault,pistol,dusk,blood,6325,werewolf,yes,57.0,m,187.0,62.0,6.0,silver,humans
8289,2024-05-17,witch,78.0,swamp,kidnapping,knife,dawn,potions,8289,witch,yes,391.0,f,177.0,25.0,4.0,garlic,brain
1261,2021-04-26,ghost,85.0,castle,vandalism,pistol,night,cloak,1261,ghost,yes,866.0,m,162.0,64.0,8.0,sunlight,humans
9427,2022-02-03,werewolf,38.0,forest,assault,pistol,night,blood,9427,werewolf,yes,113.0,f,193.0,51.0,6.0,cat hair,rats
4236,2023-06-02,vampire,53.0,village,nightly disturbance,brute force,night,teeth,4236,vampire,no,426.0,f,175.0,42.0,8.0,silver,lasagna
8077,2024-03-06,vampire,62.0,castle,nightly disturbance,knife,night,blood,8077,vampire,no,962.0,m,178.0,48.0,6.0,garlic,rats
7450,2021-04-21,witch,66.0,swamp,arson,axe,dusk,blood,7450,witch,yes,481.0,m,175.0,19.0,9.0,hazelnut,pesto pasta
3470,2020-08-02,zombie,46.0,mountain,kidnapping,,dusk,potions,3470,zombie,yes,58.0,f,190.0,14.0,2.0,cat hair,pesto pasta
5437,2020-12-11,zombie,6.0,swamp,kidnapping,,night,fur,5437,zombie,no,115.0,m,163.0,17.0,2.0,sunlight,lasagna
967,2020-09-29,zombie,6.0,village,kidnapping,brute force,night,teeth,967,zombie,yes,11.0,f,156.0,10.0,5.0,sunlight,pesto pasta
423,2021-02-22,werewolf,16.0,village,assault,knife,night,teeth,423,werewolf,yes,128.0,f,175.0,77.0,6.0,hazelnut,rats
5801,2021-03-05,zombie,47.0,village,assault,knife,dusk,teeth,5801,zombie,no,43.0,m,179.0,5.0,4.0,cat hair,brain
6796,2024-09-08,werewolf,70.0,forest,assault,knife,day,bones,6796,werewolf,yes,133.0,f,190.0,73.0,6.0,cat hair,pesto pasta
4426,2022-03-24,skeleton,61.0,mountain,nightly disturbance,pistol,night,bones,4426,skeleton,yes,1735.0,f,170.0,23.0,3.0,silver,brain
5248,2020-08-15,vampire,6.0,mountain,nightly disturbance,,night,cloak,5248,vampire,no,698.0,f,174.0,36.0,7.0,sunlight,lasagna
1124,2023-09-12,vampire,33.0,castle,nightly disturbance,knife,night,blood,1124,vampire,no,232.0,f,186.0,31.0,6.0,silver,lasagna
2718,2022-04-26,witch,56.0,mountain,arson,knife,dusk,cloak,2718,witch,yes,322.0,f,150.0,24.0,1.0,hazelnut,pesto pasta
6538,2021-12-19,werewolf,27.0,village,vandalism,pistol,night,fur,6538,werewolf,no,200.0,f,173.0,85.0,7.0,silver,rats
8909,2023-04-03,witch,26.0,village,arson,,dusk,bones,8909,witch,yes,288.0,f,170.0,26.0,4.0,silver,humans
7884,2019-12-08,zombie,63.0,mountain,assault,,night,potions,7884,zombie,no,169.0,f,180.0,16.0,4.0,sunlight,brain
3445,2021-07-22,werewolf,26.0,mountain,assault,pistol,night,fur,3445,werewolf,yes,153.0,f,160.0,96.0,6.0,hazelnut,brain
81,2023-07-15,werewolf,6.0,mountain,vandalism,brute force,night,fur,81,werewolf,no,73.0,m,185.0,54.0,7.0,silver,lasagna
4659,2021-08-04,werewolf,37.0,forest,kidnapping,axe,night,fur,4659,werewolf,no,166.0,f,170.0,42.0,4.0,cat hair,lasagna
1388,2023-10-22,vampire,84.0,castle,nightly disturbance,axe,night,cloak,1388,vampire,no,640.0,f,183.0,57.0,3.0,garlic,lasagna
1525,2022-07-25,vampire,83.0,castle,nightly disturbance,,night,teeth,1525,vampire,no,643.0,f,173.0,42.0,4.0,sunlight,pesto pasta
6508,2021-06-25,werewolf,44.0,forest,assault,knife,dawn,fur,6508,werewolf,no,50.0,m,191.0,89.0,7.0,garlic,humans
3102,2022-10-07,vampire,68.0,village,murder,pistol,night,blood,3102,vampire,yes,296.0,f,183.0,50.0,4.0,garlic,brain
3047,2022-09-27,skeleton,19.0,mountain,vandalism,,night,cloak,3047,skeleton,no,1319.0,f,196.0,29.0,4.0,hazelnut,rats
4869,2022-02-28,vampire,67.0,village,assault,knife,night,blood,4869,vampire,yes,329.0,f,163.0,37.0,2.0,sunlight,brain
7898,2021-02-17,ghost,36.0,village,nightly disturbance,knife,night,cloak,7898,ghost,no,1527.0,m,179.0,55.0,8.0,garlic,pesto pasta
93,2023-05-23,werewolf,56.0,forest,kidnapping,,night,fur,93,werewolf,yes,11.0,f,154.0,77.0,7.0,hazelnut,humans
9515,2022-08-15,vampire,34.0,castle,assault,,night,cloak,9515,vampire,no,155.0,f,150.0,38.0,3.0,garlic,lasagna
6665,2020-06-18,ghost,79.0,castle,nightly disturbance,pistol,night,cloak,6665,ghost,no,2422.0,m,167.0,34.0,3.0,garlic,rats
4487,2024-04-13,vampire,72.0,village,murder,brute force,night,teeth,4487,vampire,yes,242.0,f,152.0,25.0,6.0,garlic,rats
7675,2020-10-07,zombie,10.0,swamp,assault,knife,dawn,potions,7675,zombie,yes,87.0,f,178.0,6.0,6.0,silver,pesto pasta
3873,2022-11-15,werewolf,24.0,mountain,assault,brute force,dusk,blood,3873,werewolf,yes,170.0,m,153.0,44.0,6.0,silver,brain
9798,2023-07-28,ghost,53.0,castle,theft,,night,cloak,9798,ghost,no,1176.0,m,176.0,72.0,1.0,sunlight,humans
4365,2022-11-04,werewolf,33.0,mountain,nightly disturbance,,night,potions,4365,werewolf,no,26.0,m,189.0,68.0,7.0,silver,lasagna
3428,2022-07-27,ghost,16.0,village,nightly disturbance,axe,night,potions,3428,ghost,no,2032.0,m,176.0,53.0,9.0,pumpkin,lasagna
4798,2024-03-20,ghost,50.0,village,nightly disturbance,brute force,night,cloak,4798,ghost,yes,931.0,f,156.0,51.0,4.0,pumpkin,lasagna
7299,2023-08-31,vampire,16.0,castle,murder,pistol,night,teeth,7299,vampire,yes,303.0,m,166.0,44.0,4.0,silver,humans
9282,2020-08-19,zombie,96.0,swamp,kidnapping,axe,dawn,teeth,9282,zombie,yes,92.0,m,199.0,11.0,5.0,garlic,pesto pasta
2388,2020-10-03,witch,82.0,village,arson,knife,dusk,cloak,2388,witch,yes,401.0,m,182.0,18.0,1.0,pumpkin,humans
1160,2020-05-27,zombie,59.0,swamp,kidnapping,brute force,dusk,teeth,1160,zombie,no,45.0,f,199.0,10.0,5.0,pumpkin,rats
5724,2021-02-02,skeleton,60.0,mountain,nightly disturbance,brute force,night,bones,5724,skeleton,no,1300.0,m,184.0,37.0,4.0,silver,rats
8154,2023-05-30,werewolf,74.0,forest,vandalism,knife,night,teeth,8154,werewolf,no,72.0,m,182.0,94.0,6.0,cat hair,brain
4989,2022-05-14,ghost,62.0,village,vandalism,knife,night,potions,4989,ghost,no,1743.0,m,151.0,69.0,10.0,garlic,rats
3699,2024-07-14,ghost,45.0,village,vandalism,pistol,night,potions,3699,ghost,yes,1934.0,f,184.0,15.0,10.0,pumpkin,lasagna
1578,2021-02-16,werewolf,81.0,village,assault,,night,teeth,1578,werewolf,no,52.0,f,180.0,62.0,2.0,silver,pesto pasta
4153,2021-09-08,vampire,62.0,village,nightly disturbance,,night,cloak,4153,vampire,yes,258.0,f,195.0,37.0,1.0,silver,pesto pasta
9140,2022-10-06,werewolf,42.0,village,assault,pistol,night,teeth,9140,werewolf,no,128.0,f,157.0,60.0,9.0,silver,lasagna
9367,2022-12-09,zombie,60.0,swamp,kidnapping,brute force,night,potions,9367,zombie,yes,149.0,f,182.0,10.0,4.0,sunlight,rats
8624,2020-08-23,skeleton,61.0,castle,vandalism,brute force,dawn,bones,8624,skeleton,yes,1561.0,f,150.0,25.0,8.0,hazelnut,lasagna
802,2022-04-30,ghost,83.0,mountain,nightly disturbance,brute force,night,cloak,802,ghost,no,1426.0,f,187.0,69.0,4.0,sunlight,lasagna
5913,2023-11-03,vampire,94.0,castle,assault,knife,night,blood,5913,vampire,yes,495.0,m,173.0,40.0,1.0,silver,humans
7693,2021-06-17,witch,75.0,mountain,arson,,night,bones,7693,witch,yes,76.0,m,186.0,21.0,9.0,hazelnut,lasagna
1609,2021-02-26,zombie,81.0,village,kidnapping,pistol,dawn,blood,1609,zombie,no,108.0,m,184.0,20.0,4.0,sunlight,lasagna
7490,2020-06-04,werewolf,94.0,forest,assault,knife,night,teeth,7490,werewolf,no,186.0,m,177.0,67.0,5.0,garlic,pesto pasta
5320,2020-10-07,ghost,23.0,village,nightly disturbance,knife,night,potions,5320,ghost,no,1287.0,f,189.0,26.0,1.0,sunlight,lasagna
7217,2021-06-01,witch,12.0,village,arson,knife,dawn,blood,7217,witch,yes,243.0,m,154.0,11.0,1.0,pumpkin,rats
89,2020-05-23,ghost,1.0,village,vandalism,pistol,dusk,cloak,89,ghost,no,1.0,m,171.0,40.0,3.0,garlic,pesto pasta
8783,2019-12-20,witch,91.0,village,arson,brute force,night,cloak,8783,witch,yes,388.0,m,150.0,17.0,6.0,pumpkin,rats
9829,2024-02-20,ghost,21.0,castle,vandalism,knife,night,cloak,9829,ghost,no,4248.0,f,176.0,85.0,5.0,pumpkin,pesto pasta
9540,2022-10-12,zombie,89.0,village,kidnapping,brute force,night,teeth,9540,zombie,yes,112.0,f,152.0,18.0,4.0,sunlight,lasagna
6822,2023-06-13,werewolf,37.0,forest,nightly disturbance,axe,night,fur,6822,werewolf,no,75.0,f,163.0,100.0,4.0,hazelnut,rats
3537,2023-02-27,werewolf,6.0,forest,assault,knife,night,fur,3537,werewolf,no,160.0,m,176.0,70.0,6.0,hazelnut,pesto pasta
2260,2023-03-22,zombie,76.0,village,kidnapping,brute force,dawn,bones,2260,zombie,no,75.0,f,158.0,19.0,8.0,pumpkin,rats
2833,2020-07-20,witch,19.0,swamp,arson,knife,dusk,bones,2833,witch,no,407.0,m,179.0,16.0,2.0,hazelnut,brain
4468,2023-10-25,witch,65.0,village,kidnapping,pistol,dawn,bones,4468,witch,no,636.0,f,170.0,24.0,3.0,hazelnut,humans
5721,2024-08-19,zombie,21.0,swamp,kidnapping,axe,day,bones,5721,zombie,no,103.0,m,198.0,11.0,3.0,silver,humans
7240,2022-02-13,werewolf,5.0,mountain,kidnapping,brute force,night,fur,7240,werewolf,yes,54.0,m,156.0,63.0,8.0,silver,rats
8421,2023-02-27,ghost,35.0,castle,vandalism,,night,potions,8421,ghost,no,1825.0,f,190.0,43.0,3.0,pumpkin,pesto pasta
2172,2023-05-18,zombie,82.0,swamp,vandalism,pistol,night,bones,2172,zombie,yes,134.0,f,193.0,16.0,3.0,sunlight,brain
8045,2022-04-13,ghost,53.0,castle,theft,,night,potions,8045,ghost,no,1487.0,f,184.0,73.0,8.0,sunlight,rats
6616,2023-10-18,ghost,80.0,village,vandalism,brute force,night,potions,6616,ghost,yes,1.0,f,150.0,48.0,10.0,hazelnut,pesto pasta
7717,2023-07-16,witch,61.0,village,kidnapping,,dawn,teeth,7717,witch,yes,508.0,f,188.0,18.0,1.0,pumpkin,humans
6225,2024-09-21,ghost,45.0,village,arson,brute force,dawn,cloak,6225,ghost,yes,854.0,f,162.0,100.0,9.0,garlic,pesto pasta
1510,2022-01-21,ghost,81.0,castle,theft,,night,cloak,1510,ghost,no,1869.0,f,166.0,57.0,9.0,silver,pesto pasta
7771,2022-11-26,ghost,98.0,castle,vandalism,brute force,night,potions,7771,ghost,no,1117.0,m,171.0,38.0,10.0,pumpkin,rats
7164,2022-06-30,skeleton,84.0,castle,assault,knife,dusk,bones,7164,skeleton,no,327.0,m,190.0,25.0,1.0,silver,rats
1423,2024-10-03,zombie,3.0,mountain,kidnapping,pistol,dawn,teeth,1423,zombie,yes,65.0,m,174.0,3.0,4.0,garlic,brain
6759,2024-08-01,vampire,81.0,castle,assault,,night,cloak,6759,vampire,yes,306.0,f,170.0,47.0,6.0,garlic,pesto pasta
3435,2020-07-26,skeleton,53.0,castle,assault,brute force,night,,3435,skeleton,no,663.0,m,153.0,44.0,8.0,silver,pesto pasta
109,2022-10-27,vampire,33.0,castle,assault,knife,night,blood,109,vampire,yes,613.0,m,197.0,36.0,6.0,silver,pesto pasta
5694,2021-11-30,skeleton,63.0,mountain,nightly disturbance,pistol,night,cloak,5694,skeleton,no,596.0,m,190.0,14.0,10.0,silver,lasagna
8568,2021-09-28,ghost,7.0,forest,nightly disturbance,,night,potions,8568,ghost,yes,1309.0,f,158.0,41.0,1.0,sunlight,humans
6669,2023-11-20,skeleton,53.0,mountain,arson,brute force,day,cloak,6669,skeleton,no,1579.0,m,169.0,48.0,10.0,silver,rats
1102,2022-12-06,witch,80.0,mountain,arson,knife,dusk,potions,1102,witch,no,324.0,f,198.0,14.0,2.0,pumpkin,brain
5617,2021-07-11,skeleton,68.0,mountain,assault,knife,day,bones,5617,skeleton,yes,1871.0,m,180.0,36.0,9.0,pumpkin,humans
9506,2022-05-08,ghost,21.0,mountain,nightly disturbance,brute force,night,potions,9506,ghost,yes,679.0,f,179.0,92.0,3.0,sunlight,brain
8224,2021-08-24,witch,72.0,swamp,arson,knife,dusk,cloak,8224,witch,yes,464.0,f,192.0,12.0,7.0,hazelnut,rats
8751,2024-10-14,witch,78.0,village,kidnapping,,night,cloak,8751,witch,no,127.0,m,163.0,8.0,6.0,hazelnut,pesto pasta
6661,2024-10-16,witch,40.0,village,arson,brute force,day,potions,6661,witch,yes,338.0,m,189.0,15.0,4.0,pumpkin,brain
631,2020-06-22,ghost,73.0,village,nightly disturbance,pistol,night,potions,631,ghost,yes,3346.0,f,158.0,52.0,3.0,pumpkin,brain
6940,2023-02-19,vampire,79.0,forest,assault,axe,night,teeth,6940,vampire,no,575.0,m,187.0,49.0,5.0,silver,lasagna
4860,2022-12-05,vampire,66.0,castle,assault,knife,dawn,blood,4860,vampire,no,464.0,m,159.0,54.0,5.0,garlic,pesto pasta
6618,2022-10-10,vampire,61.0,castle,assault,,night,teeth,6618,vampire,no,66.0,m,167.0,23.0,6.0,sunlight,brain
7602,2022-03-11,zombie,26.0,swamp,assault,brute force,night,teeth,7602,zombie,no,53.0,m,183.0,24.0,4.0,sunlight,lasagna
5855,2023-11-23,werewolf,50.0,forest,vandalism,brute force,dusk,teeth,5855,werewolf,no,149.0,f,183.0,80.0,7.0,hazelnut,lasagna
7509,2023-01-18,werewolf,80.0,forest,assault,pistol,night,bones,7509,werewolf,no,105.0,m,181.0,86.0,7.0,cat hair,brain
4259,2023-01-24,werewolf,41.0,forest,assault,pistol,night,fur,4259,werewolf,yes,118.0,f,169.0,53.0,6.0,silver,lasagna
6000,2024-05-18,zombie,94.0,mountain,vandalism,pistol,night,potions,6000,zombie,no,78.0,f,162.0,17.0,6.0,sunlight,brain
8587,2021-07-30,werewolf,84.0,forest,nightly disturbance,pistol,night,fur,8587,werewolf,no,63.0,f,154.0,25.0,6.0,silver,brain
6494,2020-02-22,werewolf,92.0,swamp,assault,axe,night,fur,6494,werewolf,yes,86.0,m,177.0,24.0,6.0,silver,rats
6896,2020-07-31,werewolf,49.0,forest,nightly disturbance,brute force,night,fur,6896,werewolf,no,96.0,m,170.0,62.0,5.0,silver,pesto pasta
4172,2022-06-04,vampire,95.0,castle,murder,knife,night,blood,4172,vampire,no,848.0,m,182.0,38.0,2.0,garlic,humans
7878,2021-05-09,skeleton,85.0,mountain,arson,axe,day,bones,7878,skeleton,no,1082.0,m,194.0,30.0,7.0,silver,lasagna
7830,2022-11-25,ghost,75.0,castle,vandalism,,dawn,cloak,7830,ghost,yes,899.0,m,172.0,56.0,2.0,sunlight,lasagna
4768,2022-04-12,zombie,17.0,swamp,kidnapping,,night,teeth,4768,zombie,no,36.0,m,193.0,15.0,2.0,sunlight,rats
1667,2021-06-25,vampire,81.0,castle,assault,brute force,dawn,teeth,1667,vampire,no,455.0,f,161.0,42.0,8.0,silver,humans
4182,2020-05-31,werewolf,67.0,mountain,assault,pistol,dusk,fur,4182,werewolf,no,140.0,m,190.0,91.0,8.0,silver,lasagna
1633,2021-06-07,zombie,96.0,swamp,kidnapping,axe,night,potions,1633,zombie,no,35.0,m,172.0,15.0,6.0,pumpkin,brain
2052,2024-03-07,zombie,5.0,forest,kidnapping,knife,dusk,potions,2052,zombie,no,85.0,m,165.0,5.0,2.0,garlic,brain
8604,2023-09-09,witch,76.0,swamp,kidnapping,axe,day,potions,8604,witch,no,462.0,f,181.0,23.0,4.0,silver,humans
4621,2024-03-01,vampire,99.0,castle,assault,brute force,dusk,cloak,4621,vampire,yes,618.0,m,199.0,52.0,5.0,sunlight,brain
4033,2020-08-02,vampire,99.0,mountain,murder,knife,dawn,blood,4033,vampire,yes,960.0,f,175.0,25.0,2.0,sunlight,humans
7449,2024-06-29,zombie,72.0,swamp,murder,brute force,dusk,bones,7449,zombie,no,29.0,m,195.0,8.0,3.0,cat hair,lasagna
6211,2023-07-02,zombie,99.0,swamp,kidnapping,axe,night,potions,6211,zombie,no,32.0,f,150.0,12.0,8.0,cat hair,pesto pasta
4955,2024-07-26,vampire,81.0,castle,nightly disturbance,axe,night,teeth,4955,vampire,no,336.0,m,158.0,42.0,4.0,sunlight,humans
5074,2023-02-11,ghost,41.0,castle,nightly disturbance,,night,potions,5074,ghost,no,3364.0,f,181.0,47.0,1.0,sunlight,humans
8345,2020-01-22,werewolf,68.0,swamp,assault,,dawn,fur,8345,werewolf,yes,135.0,m,183.0,82.0,1.0,hazelnut,rats
4778,2023-04-05,skeleton,62.0,mountain,nightly disturbance,knife,night,bones,4778,skeleton,no,389.0,m,155.0,28.0,10.0,silver,brain
7621,2023-09-13,skeleton,59.0,castle,nightly disturbance,,night,bones,7621,skeleton,yes,876.0,f,179.0,1.0,3.0,silver,lasagna
8215,2021-09-20,zombie,84.0,mountain,kidnapping,knife,night,teeth,8215,zombie,no,50.0,m,157.0,16.0,4.0,sunlight,brain
1622,2019-11-15,vampire,2.0,castle,assault,knife,night,teeth,1622,vampire,no,372.0,f,158.0,34.0,4.0,silver,lasagna
4820,2021-04-20,vampire,80.0,castle,nightly disturbance,knife,night,teeth,4820,vampire,no,629.0,m,178.0,43.0,6.0,garlic,rats
8189,2023-01-09,skeleton,91.0,mountain,nightly disturbance,knife,night,bones,8189,skeleton,yes,902.0,m,189.0,31.0,8.0,silver,pesto pasta
7021,2023-12-27,ghost,48.0,village,theft,,night,potions,7021,ghost,no,2791.0,m,197.0,59.0,2.0,pumpkin,lasagna
6064,2020-05-31,skeleton,67.0,castle,vandalism,pistol,dusk,cloak,6064,skeleton,no,1.0,f,194.0,25.0,10.0,silver,rats
7804,2019-11-20,vampire,68.0,castle,assault,axe,dawn,cloak,7804,vampire,no,703.0,f,189.0,53.0,9.0,sunlight,rats
3578,2022-02-22,zombie,65.0,swamp,assault,axe,night,potions,3578,zombie,no,96.0,m,198.0,12.0,10.0,sunlight,humans
393,2022-07-22,zombie,65.0,swamp,kidnapping,pistol,night,bones,393,zombie,no,93.0,f,185.0,6.0,4.0,sunlight,pesto pasta
1814,2022-12-29,ghost,70.0,village,arson,pistol,dusk,cloak,1814,ghost,yes,2874.0,f,189.0,45.0,3.0,pumpkin,lasagna
8820,2020-01-27,witch,10.0,swamp,arson,,night,blood,8820,witch,no,530.0,m,176.0,16.0,1.0,hazelnut,brain
4966,2020-07-29,witch,37.0,forest,kidnapping,,dusk,bones,4966,witch,yes,277.0,m,158.0,29.0,1.0,hazelnut,humans
5595,2020-08-19,witch,39.0,swamp,arson,brute force,day,potions,5595,witch,no,471.0,m,171.0,21.0,5.0,hazelnut,lasagna
3911,2021-10-07,zombie,36.0,mountain,murder,brute force,dusk,bones,3911,zombie,yes,131.0,f,192.0,15.0,10.0,sunlight,lasagna
8958,2022-07-16,werewolf,71.0,village,kidnapping,knife,night,bones,8958,werewolf,yes,109.0,f,186.0,97.0,6.0,garlic,brain
2281,2022-10-04,ghost,72.0,mountain,vandalism,axe,night,potions,2281,ghost,no,1801.0,m,168.0,1.0,6.0,sunlight,brain
3447,2019-12-13,witch,67.0,mountain,arson,pistol,day,bones,3447,witch,no,573.0,m,153.0,26.0,5.0,hazelnut,humans
5516,2023-08-17,zombie,54.0,swamp,kidnapping,knife,day,blood,5516,zombie,yes,33.0,m,197.0,7.0,2.0,cat hair,brain
5002,2022-05-07,vampire,87.0,castle,assault,pistol,dawn,cloak,5002,vampire,no,1.0,m,153.0,32.0,3.0,silver,lasagna
7469,2024-01-05,vampire,96.0,mountain,assault,knife,night,blood,7469,vampire,yes,446.0,m,150.0,44.0,7.0,garlic,humans
5471,2021-02-04,zombie,55.0,village,kidnapping,,day,teeth,5471,zombie,no,1.0,m,193.0,21.0,2.0,silver,brain
7472,2022-08-16,skeleton,64.0,castle,nightly disturbance,brute force,night,bones,7472,skeleton,no,993.0,m,188.0,37.0,9.0,garlic,pesto pasta
7487,2021-10-28,vampire,75.0,castle,assault,brute force,night,blood,7487,vampire,no,204.0,f,160.0,41.0,6.0,garlic,pesto pasta
9191,2022-10-24,vampire,19.0,castle,nightly disturbance,axe,night,teeth,9191,vampire,yes,752.0,f,157.0,30.0,7.0,garlic,rats
4898,2022-05-22,vampire,60.0,castle,murder,brute force,night,blood,4898,vampire,no,437.0,m,174.0,19.0,8.0,garlic,brain
2048,2021-11-25,skeleton,32.0,mountain,vandalism,,day,bones,2048,skeleton,no,1042.0,m,180.0,14.0,1.0,silver,pesto pasta
2643,2021-11-20,ghost,42.0,castle,nightly disturbance,knife,night,cloak,2643,ghost,no,1.0,f,184.0,41.0,1.0,sunlight,brain
7461,2020-10-29,skeleton,79.0,mountain,arson,brute force,dawn,cloak,7461,skeleton,no,1998.0,f,157.0,21.0,4.0,silver,brain
2958,2023-11-14,ghost,98.0,village,vandalism,knife,night,cloak,2958,ghost,no,2242.0,m,150.0,66.0,10.0,silver,rats
1133,2024-02-02,witch,3.0,village,arson,knife,dusk,cloak,1133,witch,yes,379.0,m,184.0,26.0,4.0,garlic,humans
2942,2022-05-07,witch,15.0,village,arson,knife,night,cloak,2942,witch,no,410.0,f,178.0,17.0,3.0,hazelnut,lasagna
